DATAFLOW,LAST UPDATE,freq,c_resid,unit,nace_r2,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2018-11,2672114,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2018-12,2533982,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-01,2664517,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-02,2787968,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-03,2622097,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-04,2692389,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-05,3383752,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-06,3625238,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-07,4145599,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-08,4554499,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-09,3475147,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-10,3133442,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-11,2904290,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2019-12,2638550,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-01,2911517,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-02,3078890,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-03,1137302,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-04,183096,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-05,542018,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-06,1717379,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-07,3333932,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-08,4075701,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-09,2847989,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-10,1855863,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-11,900933,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2020-12,728259,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-01,388795,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-02,1079551,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-03,1020588,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-04,589458,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-05,1505760,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-06,2937245,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-07,4637556,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-08,5137034,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-09,3776538,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-10,3328914,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-11,2648394,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2021-12,2348354,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-01,2596307,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-02,3031273,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-03,2954983,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-04,3046685,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-05,3579285,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-06,4155547,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-07,4858443,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-08,5137998,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-09,3994130,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-10,3669375,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-11,3090622,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2022-12,2867204,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-01,2991861,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-02,3199918,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-03,2997935,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-04,3123697,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-05,3541583,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-06,4067238,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-07,4679015,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-08,5062216,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-09,4122955,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-10,3440537,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-11,2980664,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2023-12,2959778,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-01,3071682,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-02,3185770,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-03,2906393,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-04,3043816,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-05,3941935,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-06,4174351,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-07,4918275,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-08,5389876,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-09,3994157,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-10,3850631,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-11,3433695,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2024-12,3210784,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-01,3229360,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-02,3636165,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-03,3201966,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-04,3243478,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-05,4199563,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-06,4505368,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-07,5156491,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-08,5750645,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-09,4357889,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-10,3995248,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,Hotels and similar accommodation,Poland,2025-11,3680437,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-01,64764506,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-02,72579870,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-03,83948957,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-04,104340641,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-05,122631430,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-06,148057087,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-07,220608082,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-08,267626882,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-09,134700692,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-10,102777851,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-11,73963598,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2014-12,72781235,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-01,68535717,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-02,76531314,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-03,88125789,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-04,102855093,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-05,132547757,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-06,148319650,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-07,233292396,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-08,271311742,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-09,139414084,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-10,108187687,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-11,74082029,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2015-12,79085241,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-01,69219321,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-02,81564394,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-03,99527815,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-04,101863563,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-05,128908235,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-06,148612322,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-07,241577706,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-08,281422945,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-09,144352782,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-10,113783627,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-11,77772078,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2016-12,81398318,,
ESTAT:TOUR_OCC_NIM(1.0),02/02/26 23:00:00,Monthly,Domestic country,Number,"Hotels; holiday and other short-stay accommodation; camping grounds, recreational vehicle parks and trailer parks",European Union - 28 countries (2013-2020),2017-01,72754241,,
